Transaction ID,Date,Customer ID,Customer Name,Gender,Age,Product ID,Product Name,Category,Quantity Sold,Unit Price,Total Sale Amount,Payment Method,Store Location,Salesperson ID,Salesperson Name,Discount Applied,Return Status
TXN03072,2024-03-10,CUST03072,Ayo Chisom,Female,59,Bluetooth Speaker,Electronics,Electronics,10,$55.20,$552.00,Debit Card,Enugu,SP013,Chidera Ogechi,19%,Not Returned
TXN03073,2024-09-19,CUST03073,Emmanuela Chinonso,Female,20,Keyboard,Electronics,Electronics,12,$270.72,$3248.64,Credit Card,Lagos,SP031,Precious Nike,None,Not Returned
TXN03074,2024-03-11,CUST03074,Amaka Hassan,Female,29,USB Hub,Accessories,Accessories,14,$62.78,$878.92,Debit Card,Port Harcourt,SP076,Chidera Chisom,None,Not Returned
TXN03075,2024-10-04,CUST03075,Olivia Dayo,Male,18,Monitor,Electronics,Electronics,5,$213.71,$1068.55,Credit Card,Jos,SP065,Emmanuela Tope,5%,Not Returned
TXN03076,2021-12-10,CUST03076,Uzochi Nneka,Male,18,Power Bank,Electronics,Electronics,14,$224.32,$3140.48,Cash,Ibadan,SP058,Fola Nike,$33,Not Returned
TXN03077,2022-06-18,CUST03077,Nneka Bola,Male,28,Monitor,Electronics,Electronics,12,$239.57,$2874.84,POS,Lagos,SP009,Chikere Nneka,13%,Returned
TXN03078,2022-09-25,CUST03078,Ifeyinwa Amaka,Male,31,Charger,Accessories,Accessories,6,$221.81,$1330.86,Bank Transfer,Port Harcourt,SP015,Chinonso Chike,None,Returned
TXN03079,2022-07-13,CUST03079,Blessing Chikere,Female,37,Laptop Stand,Accessories,Accessories,8,$200.82,$1606.56,Debit Card,Kano,SP027,Ifeyinwa Vivian,None,Returned
TXN03080,2022-07-03,CUST03080,Obinna Opeyemi,Female,49,Laptop Stand,Accessories,Accessories,8,$263.37,$2106.96,Credit Card,Kano,SP095,Ada Damilola,$30,Returned
TXN03081,2023-06-07,CUST03081,Tosin Anita,Male,44,Power Bank,Electronics,Electronics,9,$279.72,$2517.48,PayPal,Port Harcourt,SP022,Adaeze Uzochi,$38,Returned
TXN03082,2023-01-25,CUST03082,Ngozi Oluwatobi,Female,42,Phone Case,Accessories,Accessories,10,$199.06,$1990.60,Debit Card,Port Harcourt,SP088,Ifechukwu Chukwuemeka,9%,Returned
TXN03083,2023-06-13,CUST03083,Adesola Kelechi,Male,21,USB Hub,Accessories,Accessories,4,$201.84,$807.36,PayPal,Enugu,SP024,Tosin Chidera,$37,Not Returned
TXN03084,2023-08-03,CUST03084,David Chijioke,Male,28,Monitor,Electronics,Electronics,14,$113.56,$1589.84,POS,Ibadan,SP023,Chinedu Adesola,None,Not Returned
TXN03085,2024-08-27,CUST03085,Chidera Fola,Female,29,USB Hub,Accessories,Accessories,4,$227.30,$909.20,Bank Transfer,Owerri,SP100,Onyinye Ezinne,11%,Not Returned
TXN03086,2024-07-06,CUST03086,Nwafor Adesola,Female,43,Bluetooth Speaker,Electronics,Electronics,12,$96.18,$1154.16,PayPal,Ibadan,SP028,Olu Tope,20%,Not Returned
TXN03087,2022-02-12,CUST03087,Chika Nwafor,Female,48,Power Bank,Electronics,Electronics,6,$201.84,$1211.04,POS,Enugu,SP012,Fathia Juliet,$42,Not Returned
TXN03088,2022-03-31,CUST03088,Shola Dayo,Male,60,Wireless Mouse,Electronics,Electronics,8,$242.55,$1940.40,POS,Abuja,SP071,Chinonso Ifechukwu,None,Returned
TXN03089,2023-07-16,CUST03089,Obinna Opeyemi,Male,52,Keyboard,Electronics,Electronics,2,$224.53,$449.06,Bank Transfer,Port Harcourt,SP046,Opeyemi Elijah,None,Not Returned
TXN03090,2022-05-20,CUST03090,Micheal Nike,Male,50,Flash Drive,Accessories,Accessories,6,$53.58,$321.48,Bank Transfer,Kano,SP056,Precious Efe,13%,Not Returned
TXN03091,2022-07-04,CUST03091,Simeon Amarachi,Female,27,USB Hub,Accessories,Accessories,11,$61.62,$677.82,Debit Card,Ibadan,SP077,Yemi Chinwe,None,Returned
TXN03092,2024-05-16,CUST03092,Kola David,Female,49,Bluetooth Speaker,Electronics,Electronics,3,$185.32,$555.96,POS,Port Harcourt,SP055,Chinwe Chike,18%,Not Returned
TXN03093,2024-02-21,CUST03093,Amaka Juliet,Female,40,Laptop Stand,Accessories,Accessories,10,$261.97,$2619.70,Credit Card,Kano,SP039,Tobi Opeyemi,None,Not Returned
TXN03094,2024-10-08,CUST03094,Olivia Micheal,Male,50,USB Hub,Accessories,Accessories,9,$298.29,$2684.61,PayPal,Port Harcourt,SP030,Nike Kola,9%,Not Returned
TXN03095,2022-12-04,CUST03095,Blessing Uzochi,Female,24,Power Bank,Electronics,Electronics,13,$108.22,$1406.86,Credit Card,Kano,SP010,Nike Chika,18%,Returned
TXN03096,2022-10-12,CUST03096,Ugo Adebayo,Male,28,Laptop Stand,Accessories,Accessories,1,$245.86,$245.86,Cash,Lagos,SP020,Damilola Chike,$49,Returned
TXN03097,2024-04-26,CUST03097,Chukwuemeka Bola,Male,50,Laptop Stand,Accessories,Accessories,6,$96.81,$580.86,Credit Card,Port Harcourt,SP040,Elijah Ogechi,$35,Not Returned
TXN03098,2022-12-26,CUST03098,Uche Uzochi,Female,37,Wireless Mouse,Electronics,Electronics,5,$60.29,$301.45,Debit Card,Enugu,SP063,Nkechi Seyi,5%,Not Returned
TXN03099,2024-06-18,CUST03099,Nkem Femi,Male,39,USB Hub,Accessories,Accessories,5,$95.12,$475.60,POS,Lagos,SP042,Hassan Ugo,16%,Not Returned
TXN03100,2023-01-09,CUST03100,Tunde Amaka,Male,41,Monitor,Electronics,Electronics,15,$230.63,$3459.45,POS,Port Harcourt,SP008,Ayo Chidera,12%,Returned
TXN03101,2023-03-08,CUST03101,Chinwe Jibola,Female,54,Monitor,Electronics,Electronics,13,$293.52,$3815.76,Debit Card,Lagos,SP086,Ifeyinwa Ogechi,$28,Returned
TXN03102,2022-10-31,CUST03102,Ifeyinwa Precious,Male,31,Charger,Accessories,Accessories,3,$288.47,$865.41,Cash,Owerri,SP036,Chikere Ronke,9%,Not Returned
TXN03103,2022-06-21,CUST03103,Uzochi Adaeze,Female,31,Keyboard,Electronics,Electronics,6,$109.25,$655.50,Bank Transfer,Lagos,SP019,Amarachi Ada,$34,Not Returned
TXN03104,2024-10-20,CUST03104,Ifeyinwa Aisha,Male,43,USB Hub,Accessories,Accessories,3,$261.01,$783.03,POS,Lagos,SP095,Temitayo Dayo,None,Not Returned
TXN03105,2022-12-12,CUST03105,Chinedu Obinna,Female,18,Flash Drive,Accessories,Accessories,6,$266.52,$1599.12,POS,Kano,SP096,Chinonso Amarachi,$32,Not Returned
TXN03106,2024-01-30,CUST03106,Chikere Ugo,Female,46,USB Hub,Accessories,Accessories,9,$42.35,$381.15,POS,Kano,SP057,Fathia Dayo,14%,Returned
TXN03107,2024-09-13,CUST03107,Ngozi Adaeze,Male,35,Power Bank,Electronics,Electronics,7,$193.97,$1357.79,Bank Transfer,Jos,SP069,Nnamdi Chika,$14,Returned
TXN03108,2024-05-10,CUST03108,Obinna Kelechi,Female,21,USB Hub,Accessories,Accessories,12,$237.45,$2849.40,PayPal,Owerri,SP067,Tobi Ngozi,17%,Returned
TXN03109,2022-08-26,CUST03109,Efe Ronke,Male,55,Power Bank,Electronics,Electronics,9,$105.73,$951.57,POS,Abuja,SP048,Ogechi Ronke,$24,Returned
TXN03110,2021-11-23,CUST03110,Kelechi Chidera,Female,41,Phone Case,Accessories,Accessories,13,$212.72,$2765.36,Debit Card,Owerri,SP095,Emmanuela Obinna,9%,Returned
TXN03111,2023-05-28,CUST03111,Favour Blessing,Male,22,Keyboard,Electronics,Electronics,7,$48.08,$336.56,PayPal,Port Harcourt,SP096,Nkemdilim Ayo,None,Not Returned
TXN03112,2024-07-08,CUST03112,Chioma Nnenna,Male,57,USB Hub,Accessories,Accessories,2,$149.19,$298.38,POS,Enugu,SP067,Nnenna Zainab,$50,Returned
TXN03113,2022-02-15,CUST03113,Bola David,Female,47,Bluetooth Speaker,Electronics,Electronics,12,$49.72,$596.64,PayPal,Owerri,SP085,Elijah Obi,$38,Returned
TXN03114,2022-07-15,CUST03114,Femi Ugo,Male,35,Monitor,Electronics,Electronics,1,$74.39,$74.39,POS,Abuja,SP045,Ifeyinwa Ifeoma,$32,Not Returned
TXN03115,2021-12-30,CUST03115,Tope Simeon,Female,29,Flash Drive,Accessories,Accessories,10,$218.73,$2187.30,Debit Card,Kano,SP062,Amina Vivian,None,Returned
TXN03116,2023-06-19,CUST03116,Nwafor Temitayo,Male,30,Keyboard,Electronics,Electronics,3,$130.00,$390.00,Cash,Owerri,SP056,Femi Elijah,None,Not Returned
TXN03117,2022-06-15,CUST03117,Ifeyinwa Patience,Female,23,Wireless Mouse,Electronics,Electronics,2,$43.59,$87.18,Bank Transfer,Ibadan,SP097,Chikere Chidera,15%,Returned
TXN03118,2022-01-17,CUST03118,Olamide Jibola,Male,35,Phone Case,Accessories,Accessories,9,$133.63,$1202.67,POS,Lagos,SP058,Olu Amarachi,$30,Not Returned
TXN03119,2022-11-09,CUST03119,Temitayo Elijah,Male,41,USB Hub,Accessories,Accessories,12,$160.15,$1921.80,POS,Lagos,SP006,Olivia Chijioke,7%,Not Returned
TXN03120,2024-01-04,CUST03120,Shola Tobi,Male,27,Bluetooth Speaker,Electronics,Electronics,2,$61.91,$123.82,PayPal,Enugu,SP029,Chizor Chijioke,$4,Not Returned
TXN03121,2024-02-22,CUST03121,Chika Chika,Female,45,Bluetooth Speaker,Electronics,Electronics,15,$35.03,$525.45,POS,Ibadan,SP069,Olufunke Olamide,$14,Not Returned
TXN03122,2023-11-25,CUST03122,Nkemdilim Chidera,Male,24,Wireless Mouse,Electronics,Electronics,9,$258.72,$2328.48,Credit Card,Lagos,SP095,Obinna Tobi,None,Returned
TXN03123,2023-11-07,CUST03123,Jibola Olu,Female,25,Phone Case,Accessories,Accessories,2,$228.08,$456.16,Cash,Ibadan,SP001,Emmanuela Ifeyinwa,$25,Returned
TXN03124,2024-10-26,CUST03124,Chika Aisha,Male,60,Phone Case,Accessories,Accessories,14,$125.22,$1753.08,POS,Lagos,SP068,Nneka Nnamdi,17%,Returned
TXN03125,2024-08-26,CUST03125,Adebayo Zainab,Male,54,Flash Drive,Accessories,Accessories,7,$138.59,$970.13,PayPal,Enugu,SP022,Ezinne Simeon,16%,Not Returned
TXN03126,2021-12-22,CUST03126,Chioma Olamide,Female,29,Keyboard,Electronics,Electronics,3,$41.61,$124.83,Cash,Lagos,SP019,Uche Nnamdi,$17,Returned
TXN03127,2023-05-31,CUST03127,Chinonso Favour,Male,54,Phone Case,Accessories,Accessories,15,$17.46,$261.90,Debit Card,Enugu,SP028,Efe Blessing,7%,Returned
TXN03128,2024-05-01,CUST03128,Chioma Olamide,Female,60,Bluetooth Speaker,Electronics,Electronics,2,$7.95,$15.90,Credit Card,Kano,SP066,Chidera Chizor,None,Not Returned
TXN03129,2022-01-02,CUST03129,Tosin Efe,Female,32,Power Bank,Electronics,Electronics,11,$52.06,$572.66,Cash,Lagos,SP074,Obi Nkechi,None,Not Returned
TXN03130,2022-02-09,CUST03130,Nneka Oluwatobi,Male,25,Keyboard,Electronics,Electronics,11,$36.66,$403.26,Debit Card,Lagos,SP024,Segun Nneka,7%,Not Returned
TXN03131,2023-04-18,CUST03131,Chinedu Opeyemi,Female,46,Bluetooth Speaker,Electronics,Electronics,5,$215.22,$1076.10,PayPal,Abuja,SP089,Blessing Ifeyinwa,8%,Returned
TXN03132,2022-03-22,CUST03132,Elijah Chidera,Male,40,Laptop Stand,Accessories,Accessories,8,$253.39,$2027.12,Cash,Ibadan,SP009,Daniel Chukwudi,None,Not Returned
TXN03133,2024-10-18,CUST03133,Dayo Olamide,Male,37,Keyboard,Electronics,Electronics,2,$6.58,$13.16,Credit Card,Abuja,SP004,Nkemdilim Chijioke,None,Not Returned
TXN03134,2024-02-17,CUST03134,Ayo Kelechi,Female,39,USB Hub,Accessories,Accessories,15,$119.86,$1797.90,POS,Enugu,SP052,Micheal Ugochukwu,None,Not Returned
TXN03135,2023-09-06,CUST03135,Femi Femi,Female,24,Charger,Accessories,Accessories,13,$234.40,$3047.20,Bank Transfer,Owerri,SP054,Oyinade Opeyemi,$42,Not Returned
TXN03136,2023-12-10,CUST03136,Femi Chinwe,Male,36,Monitor,Electronics,Electronics,11,$282.61,$3108.71,PayPal,Jos,SP041,Nkemdilim Chukwudi,None,Returned
TXN03137,2023-03-28,CUST03137,Ayo Damilola,Female,40,Bluetooth Speaker,Electronics,Electronics,4,$5.64,$22.56,POS,Enugu,SP002,Ezinne Olufunke,9%,Returned
TXN03138,2022-12-14,CUST03138,Ifeyinwa Temitope,Female,28,Flash Drive,Accessories,Accessories,7,$289.76,$2028.32,Bank Transfer,Owerri,SP086,Seyi Daniel,10%,Returned
TXN03139,2023-10-07,CUST03139,Temitayo Ifechukwu,Male,47,Monitor,Electronics,Electronics,9,$297.38,$2676.42,Cash,Enugu,SP026,Tosin Chinonso,None,Not Returned
TXN03140,2023-11-08,CUST03140,David Yemi,Female,60,Flash Drive,Accessories,Accessories,8,$50.31,$402.48,Debit Card,Ibadan,SP020,Emmanuela Femi,19%,Not Returned
TXN03141,2022-02-25,CUST03141,Olu Ugo,Male,30,Monitor,Electronics,Electronics,2,$110.41,$220.82,PayPal,Port Harcourt,SP069,Ifechukwu Nnenna,$12,Not Returned
TXN03142,2023-05-26,CUST03142,Sola Chinonso,Male,30,USB Hub,Accessories,Accessories,6,$47.61,$285.66,Credit Card,Port Harcourt,SP089,Tola Kola,13%,Returned
TXN03143,2023-12-12,CUST03143,Chinonso Micheal,Female,34,Flash Drive,Accessories,Accessories,4,$34.97,$139.88,PayPal,Abuja,SP026,Ifechukwu Onyinye,None,Returned
TXN03144,2022-01-07,CUST03144,Ayo Micheal,Male,50,Phone Case,Accessories,Accessories,10,$183.30,$1833.00,Credit Card,Abuja,SP100,Chinonso Chinonso,9%,Not Returned
TXN03145,2024-06-06,CUST03145,Ogechi Amarachi,Male,42,Flash Drive,Accessories,Accessories,8,$71.70,$573.60,Bank Transfer,Kano,SP044,Bola Fathia,None,Not Returned
TXN03146,2023-01-11,CUST03146,Kelechi Chidera,Female,36,Phone Case,Accessories,Accessories,9,$245.79,$2212.11,Cash,Port Harcourt,SP047,Segun Ifeyinwa,7%,Not Returned
TXN03147,2023-02-09,CUST03147,Tope Ifeyinwa,Female,58,Bluetooth Speaker,Electronics,Electronics,10,$82.15,$821.50,Cash,Lagos,SP085,Vivian Adebayo,None,Returned
TXN03148,2023-03-01,CUST03148,Vivian Chinwe,Male,47,Laptop Stand,Accessories,Accessories,3,$210.29,$630.87,Bank Transfer,Ibadan,SP043,Nkechi Elijah,None,Returned
TXN03149,2022-12-16,CUST03149,Daniel Tosin,Female,40,Monitor,Electronics,Electronics,2,$27.07,$54.14,POS,Enugu,SP055,Tope Aisha,None,Returned
TXN03150,2023-01-22,CUST03150,Chinedu Ifeyinwa,Male,21,Laptop Stand,Accessories,Accessories,7,$225.86,$1581.02,Cash,Ibadan,SP049,David Adaobi,$29,Returned
TXN03151,2023-05-16,CUST03151,Olufunke Adesola,Male,57,Wireless Mouse,Electronics,Electronics,4,$148.61,$594.44,Bank Transfer,Owerri,SP099,Tosin Tobi,$32,Returned
TXN03152,2022-05-02,CUST03152,Kehinde Ezinne,Male,27,Wireless Mouse,Electronics,Electronics,7,$225.82,$1580.74,PayPal,Enugu,SP079,Nike Opeyemi,None,Returned
TXN03153,2022-02-17,CUST03153,Favour Chukwuemeka,Male,22,Phone Case,Accessories,Accessories,14,$127.70,$1787.80,POS,Kano,SP032,Fathia Ezinne,None,Not Returned
TXN03154,2024-01-10,CUST03154,Oluwatobi Uzochi,Male,56,Phone Case,Accessories,Accessories,14,$262.94,$3681.16,Cash,Jos,SP045,Elijah Olamide,None,Not Returned
TXN03155,2022-12-21,CUST03155,Ifeyinwa Ezinne,Female,54,Power Bank,Electronics,Electronics,11,$96.19,$1058.09,Bank Transfer,Owerri,SP018,Nwafor Kelechi,7%,Returned
TXN03156,2022-08-06,CUST03156,Emeka Chinedu,Female,20,Phone Case,Accessories,Accessories,2,$131.20,$262.40,PayPal,Kano,SP040,Chisom Ezinne,None,Returned
TXN03157,2022-01-05,CUST03157,Micheal Micheal,Female,34,Laptop Stand,Accessories,Accessories,9,$276.51,$2488.59,Debit Card,Jos,SP099,Olamide Chioma,None,Not Returned
TXN03158,2024-03-14,CUST03158,Nike Nike,Male,33,Flash Drive,Accessories,Accessories,1,$93.13,$93.13,Bank Transfer,Abuja,SP045,Obinna Chizor,None,Returned
TXN03159,2023-03-29,CUST03159,Nwafor Ifeoma,Male,55,Bluetooth Speaker,Electronics,Electronics,10,$264.76,$2647.60,POS,Owerri,SP030,Opeyemi Patience,$40,Returned
TXN03160,2024-05-13,CUST03160,Obinna Chika,Male,43,Power Bank,Electronics,Electronics,4,$86.56,$346.24,Bank Transfer,Kano,SP075,Uzochi Adaeze,$22,Returned
TXN03161,2022-03-07,CUST03161,Nwafor Micheal,Male,46,Flash Drive,Accessories,Accessories,4,$141.68,$566.72,Bank Transfer,Enugu,SP024,Ezinne Vivian,16%,Returned
TXN03162,2022-09-10,CUST03162,Precious Zainab,Male,60,Phone Case,Accessories,Accessories,12,$38.46,$461.52,Debit Card,Jos,SP064,Chisom Chizor,$21,Returned
TXN03163,2022-11-17,CUST03163,Chizor Kola,Male,24,Laptop Stand,Accessories,Accessories,12,$110.52,$1326.24,Debit Card,Ibadan,SP082,Uzochi Micheal,$3,Returned
TXN03164,2022-05-03,CUST03164,Chijioke Opeyemi,Male,55,Monitor,Electronics,Electronics,14,$218.36,$3057.04,Cash,Lagos,SP079,Fidelis Ifeyinwa,None,Returned
TXN03165,2024-04-07,CUST03165,Obinna Damilola,Male,23,Flash Drive,Accessories,Accessories,11,$192.82,$2121.02,Bank Transfer,Jos,SP029,Benita Ayo,12%,Returned
TXN03166,2024-10-28,CUST03166,Adebayo Oluwatobi,Female,36,Keyboard,Electronics,Electronics,6,$114.39,$686.34,Credit Card,Abuja,SP003,Obinna Ogechi,19%,Returned
TXN03167,2024-06-18,CUST03167,Chinonso Chike,Female,37,Charger,Accessories,Accessories,12,$124.18,$1490.16,PayPal,Ibadan,SP055,Olamide Nneka,19%,Returned
TXN03168,2022-03-08,CUST03168,Vivian Olamide,Female,28,Wireless Mouse,Electronics,Electronics,10,$74.34,$743.40,POS,Owerri,SP026,Segun Femi,None,Returned
TXN03169,2023-03-22,CUST03169,Uche Obi,Female,51,Power Bank,Electronics,Electronics,10,$61.72,$617.20,PayPal,Jos,SP077,Uche Femi,18%,Not Returned
TXN03170,2021-12-31,CUST03170,Ronke Nike,Female,31,Monitor,Electronics,Electronics,6,$269.55,$1617.30,PayPal,Port Harcourt,SP100,Emmanuela Chika,$24,Not Returned
TXN03171,2024-07-08,CUST03171,Adaobi Juliet,Male,46,USB Hub,Accessories,Accessories,10,$168.68,$1686.80,POS,Abuja,SP014,Obinna Kola,None,Not Returned
TXN03172,2022-10-05,CUST03172,Damilola Chizor,Female,54,Keyboard,Electronics,Electronics,10,$180.92,$1809.20,PayPal,Jos,SP061,Tunde Chisom,$38,Not Returned
TXN03173,2024-07-28,CUST03173,Chisom Pius,Male,47,Wireless Mouse,Electronics,Electronics,14,$249.66,$3495.24,POS,Owerri,SP051,Tosin Nnamdi,None,Returned
TXN03174,2024-02-03,CUST03174,Temitayo Ugo,Male,56,USB Hub,Accessories,Accessories,12,$207.13,$2485.56,PayPal,Ibadan,SP027,Fidelis Chika,20%,Not Returned
TXN03175,2024-06-08,CUST03175,Chinedu Uche,Female,25,Monitor,Electronics,Electronics,14,$86.06,$1204.84,PayPal,Lagos,SP081,Bola Ifeoma,$25,Returned
TXN03176,2022-11-20,CUST03176,Precious Ifeyinwa,Female,36,Charger,Accessories,Accessories,1,$96.29,$96.29,POS,Lagos,SP050,Nike Patience,19%,Not Returned
TXN03177,2022-03-25,CUST03177,Olufunke Nneka,Male,31,Keyboard,Electronics,Electronics,13,$268.92,$3495.96,Bank Transfer,Abuja,SP019,Nnamdi Adebayo,None,Returned
TXN03178,2022-02-21,CUST03178,Nnamdi Chukwuemeka,Male,21,Wireless Mouse,Electronics,Electronics,15,$68.97,$1034.55,Cash,Lagos,SP078,Seyi Favour,None,Returned
TXN03179,2023-01-14,CUST03179,Fidelis Chidera,Male,19,Flash Drive,Accessories,Accessories,11,$155.43,$1709.73,PayPal,Enugu,SP012,Opeyemi Jibola,$49,Not Returned
TXN03180,2024-06-01,CUST03180,Uche Tope,Male,39,Power Bank,Electronics,Electronics,13,$205.00,$2665.00,Bank Transfer,Port Harcourt,SP066,Ifechukwu Anita,None,Not Returned
TXN03181,2023-08-06,CUST03181,Bola Blessing,Male,53,Laptop Stand,Accessories,Accessories,10,$159.04,$1590.40,PayPal,Jos,SP022,Elijah Chika,9%,Not Returned
TXN03182,2024-06-17,CUST03182,Olamide Nkem,Female,46,Keyboard,Electronics,Electronics,6,$130.87,$785.22,Debit Card,Kano,SP077,Bola Juliet,$25,Returned
TXN03183,2022-05-01,CUST03183,Efe Anita,Female,22,Power Bank,Electronics,Electronics,8,$87.19,$697.52,Debit Card,Kano,SP088,Kelechi Chinonso,$27,Returned
TXN03184,2022-08-24,CUST03184,Tosin Kelechi,Male,39,Flash Drive,Accessories,Accessories,9,$141.58,$1274.22,Credit Card,Enugu,SP004,Olivia Nkem,14%,Not Returned
TXN03185,2023-05-06,CUST03185,Chukwuemeka Segun,Female,42,Power Bank,Electronics,Electronics,12,$93.00,$1116.00,POS,Enugu,SP099,Tobi Anita,$21,Returned
TXN03186,2023-10-31,CUST03186,Obinna Olu,Male,55,Monitor,Electronics,Electronics,14,$198.28,$2775.92,Bank Transfer,Port Harcourt,SP074,Olu Chidera,16%,Not Returned
TXN03187,2023-05-29,CUST03187,Seyi Pius,Female,29,Monitor,Electronics,Electronics,7,$35.83,$250.81,POS,Abuja,SP070,Aisha Favour,$9,Returned
TXN03188,2022-04-30,CUST03188,Fola Ezinne,Male,33,Wireless Mouse,Electronics,Electronics,5,$23.63,$118.15,Cash,Port Harcourt,SP035,David Ronke,None,Not Returned
TXN03189,2023-11-07,CUST03189,Adaobi Nkem,Female,51,Wireless Mouse,Electronics,Electronics,4,$219.96,$879.84,Credit Card,Kano,SP028,Chizor Obinna,20%,Not Returned
TXN03190,2024-06-12,CUST03190,Onyinye Ronke,Female,21,Laptop Stand,Accessories,Accessories,6,$112.53,$675.18,Cash,Port Harcourt,SP092,Nnenna Chidera,$7,Not Returned
TXN03191,2023-12-02,CUST03191,Kola Olufunke,Female,32,Keyboard,Electronics,Electronics,6,$137.65,$825.90,Cash,Owerri,SP041,Obinna Adaeze,None,Not Returned
TXN03192,2022-05-29,CUST03192,Ugochukwu Obinna,Female,51,Charger,Accessories,Accessories,15,$46.58,$698.70,Debit Card,Kano,SP097,Peace Femi,6%,Not Returned
TXN03193,2024-08-04,CUST03193,Ayo Juliet,Male,21,Monitor,Electronics,Electronics,5,$263.60,$1318.00,Debit Card,Abuja,SP016,Fathia Olu,None,Returned
TXN03194,2023-12-01,CUST03194,Kelechi Nneka,Female,43,Laptop Stand,Accessories,Accessories,7,$9.09,$63.63,Credit Card,Kano,SP038,Onyinye Fidelis,None,Returned
TXN03195,2022-07-03,CUST03195,Tope Elijah,Female,40,Monitor,Electronics,Electronics,1,$6.11,$6.11,PayPal,Enugu,SP049,Amaka Bola,None,Returned
TXN03196,2023-02-20,CUST03196,Benita Chika,Female,59,Phone Case,Accessories,Accessories,12,$43.19,$518.28,Cash,Kano,SP081,Precious Ayo,$33,Returned
TXN03197,2021-12-20,CUST03197,Dayo Dayo,Male,31,Bluetooth Speaker,Electronics,Electronics,6,$282.46,$1694.76,POS,Ibadan,SP076,Chinwe Ifechukwu,$15,Not Returned
TXN03198,2023-05-16,CUST03198,Chinonso Temitope,Male,20,Laptop Stand,Accessories,Accessories,15,$44.12,$661.80,Cash,Enugu,SP090,Uche Obinna,None,Returned
TXN03199,2024-09-22,CUST03199,Chijioke Chika,Female,30,Power Bank,Electronics,Electronics,4,$116.72,$466.88,PayPal,Abuja,SP052,Chizor Femi,10%,Not Returned
TXN03200,2024-06-27,CUST03200,Zainab Ronke,Male,52,Phone Case,Accessories,Accessories,14,$225.19,$3152.66,PayPal,Port Harcourt,SP021,Adaeze Nike,13%,Not Returned
TXN03201,2023-07-02,CUST03201,Chukwuemeka Fola,Male,36,Keyboard,Electronics,Electronics,12,$214.41,$2572.92,Cash,Jos,SP065,Ogechi Ngozi,$13,Not Returned
TXN03202,2022-09-22,CUST03202,Chukwudi Adaeze,Female,29,Phone Case,Accessories,Accessories,13,$108.32,$1408.16,PayPal,Abuja,SP097,Tobi Tosin,18%,Not Returned
TXN03203,2023-04-25,CUST03203,Vivian Peace,Female,37,USB Hub,Accessories,Accessories,11,$134.14,$1475.54,Credit Card,Abuja,SP043,Patience Ogechi,None,Returned
TXN03204,2023-05-13,CUST03204,Chika Kelechi,Male,31,Laptop Stand,Accessories,Accessories,8,$29.08,$232.64,Cash,Kano,SP027,Nnenna Ngozi,None,Not Returned
TXN03205,2022-12-09,CUST03205,Ugo Olivia,Male,57,USB Hub,Accessories,Accessories,6,$131.41,$788.46,Debit Card,Port Harcourt,SP089,Damilola Sola,None,Not Returned
TXN03206,2021-12-20,CUST03206,Kola Chizor,Male,31,Laptop Stand,Accessories,Accessories,5,$45.81,$229.05,Cash,Jos,SP061,Adesola Kelechi,6%,Not Returned
TXN03207,2024-10-03,CUST03207,Chinwe Kola,Male,20,USB Hub,Accessories,Accessories,10,$255.91,$2559.10,Cash,Abuja,SP044,Vivian Peace,$11,Returned
TXN03208,2023-12-02,CUST03208,Temitayo Femi,Male,34,Charger,Accessories,Accessories,1,$85.65,$85.65,Cash,Ibadan,SP063,Chinedu Opeyemi,14%,Not Returned
TXN03209,2024-04-01,CUST03209,Obinna Ngozi,Male,57,Power Bank,Electronics,Electronics,12,$222.49,$2669.88,Bank Transfer,Ibadan,SP040,Tope Emeka,None,Not Returned
TXN03210,2021-11-13,CUST03210,Adebayo Blessing,Female,29,Laptop Stand,Accessories,Accessories,13,$25.58,$332.54,POS,Owerri,SP012,Ifeyinwa Nkemdilim,None,Returned
TXN03211,2022-05-26,CUST03211,Nwafor Nkechi,Female,30,Monitor,Electronics,Electronics,13,$288.19,$3746.47,POS,Lagos,SP081,Micheal Opeyemi,$50,Returned
TXN03212,2023-03-25,CUST03212,Seyi Ifeoma,Female,53,Laptop Stand,Accessories,Accessories,12,$122.63,$1471.56,Credit Card,Abuja,SP046,Chisom Adaeze,None,Returned
TXN03213,2022-05-23,CUST03213,Chinonso Chika,Male,39,Laptop Stand,Accessories,Accessories,15,$170.48,$2557.20,Debit Card,Jos,SP025,Kelechi Chidera,$14,Returned
TXN03214,2023-01-09,CUST03214,Chukwuemeka Simeon,Female,46,Monitor,Electronics,Electronics,10,$217.56,$2175.60,Debit Card,Kano,SP025,Olufunke Tola,13%,Not Returned
TXN03215,2024-07-28,CUST03215,Temitope Tunde,Female,47,Flash Drive,Accessories,Accessories,13,$162.48,$2112.24,Bank Transfer,Jos,SP033,Olamide Tola,$42,Returned
TXN03216,2022-11-29,CUST03216,Precious Ngozi,Male,48,Phone Case,Accessories,Accessories,1,$129.87,$129.87,Bank Transfer,Enugu,SP080,Uzochi Kelechi,$7,Returned
TXN03217,2024-01-29,CUST03217,Fathia Ayo,Female,18,Laptop Stand,Accessories,Accessories,5,$211.26,$1056.30,Debit Card,Port Harcourt,SP097,Shola Chika,None,Returned
